ID,Group,Canon[1],Canon[2],Canon[3],Canon[4]
Unnamed--47_13-156_70,Io Patera,-0.696057141,0.783050673,0.099209557,-0.386816399
Bactria_Regio,Io Patera,2.734036137,0.539273921,1.199817873,0.945649942
Unnamed--34_27--136_00,Io Patera,0.370471611,-0.010284209,-1.588070608,1.267870002
Unnamed-10_20--125_78,Io Patera,2.767057591,2.757438023,1.427487088,0.204846853
Unnamed-16_87--126_33,Io Patera,2.819138794,0.642298081,-2.471240818,2.805813386
Unnamed-22_73--134_55,Io Patera,2.739794792,0.264079448,-3.29162461,-1.091371004
Unnamed-35_51--137_77,Io Patera,-1.178972123,0.277198597,0.235646257,0.104951799
Unnamed-60_74--143_83,Io Patera,1.315833758,0.006211604,0.431288439,0.315614392
Savitr,Io Patera,1.760122074,-0.136010109,-0.19647702,-2.253531491
Unnamed--35_11--119_85,Io Patera,1.333818498,1.439016346,0.652503903,0.243336072
Unnamed--25_02--101_65,Io Patera,0.527089837,-0.42895498,0.474520685,0.315699348
'Unnamed--47_38--108_81,Io Patera,0.876246265,1.17916689,0.98393707,-0.332801704
Unnamed--34_44--100_89,Io Patera,2.607847134,-0.795818927,-0.375686554,-1.47277224
Unnamed--43_19--75_96,Io Patera,0.114094532,-0.373303417,0.00907426,-0.355814662
Unnamed--46_10--81_77,Io Patera,2.28860531,-0.068663953,0.095151073,-0.342410808
Unnamed--11_23--84_74,Io Patera,-1.180526369,-0.002717806,0.069810913,-0.175424495
Unnamed-8_35--70_13,Io Patera,1.8456131,-3.017438006,0.240700963,-0.661518819
Unnamed-21_87--75_38,Io Patera,1.26215251,0.399277763,0.212295048,-0.804715749
Hatchawa,Io Patera,0.575330163,-0.103537339,1.02136343,0.021187127
Bochica,Io Patera,-1.077786788,0.187139087,0.195141473,-0.046088422
Siun,Io Patera,0.72457365,0.24060808,0.602436029,0.515486723
Illmarinen,Io Patera,1.270952573,-0.692894712,-0.43322257,-0.187827876
Unnamed--13_96--21_93,Io Patera,0.037088951,1.005863983,-1.943361295,-2.265107268
Hiruko,Io Patera,1.13023164,-0.287254923,0.660712435,0.974600444
Lu_Huo,Io Patera,4.066282136,1.461354553,-0.796767955,0.499979737
Unnamed-2_04--124_70,Io Patera,3.123721895,-0.286789385,1.036326606,0.616958436
Nusku,Io Patera,2.903605756,1.236644565,1.445375831,0.399591569
Unnamed-42_94-69_50,Io Patera,1.133692566,-0.141838355,0.157509115,-0.158417836
Unnamed-46_77--145_52,Io Patera,1.569467856,-0.79648255,0.084702462,-0.790660901
Tvashtar-A,Io Patera,0.316566838,-0.007134083,-0.651982544,1.338614281
Unnamed--54_96--119_34,Io Patera,2.147417844,3.533655421,0.979474885,-1.771165627
Unnamed-59_72--117_99,Io Patera,2.832252113,0.388527026,0.432478341,0.189595969
Unnamed-44_30--91_31,Io Patera,2.429460546,-0.590007119,0.214619851,-0.681153075
Ah_Peku,Io Patera,1.661344287,-0.055201591,0.111577253,-0.04196574
Unnamed-6_07--97_45,Io Patera,0.715808953,-0.303797559,-0.41645998,0.348445242
Unnamed--19_41--82_74,Io Patera,2.147619892,-0.781007372,-0.691916851,0.543355546
Estan,Io Patera,0.319122416,0.644096285,-0.738965651,0.48505918
Kane,Io Patera,1.318128582,0.217320656,1.338214726,-0.073678605
Kane-nested,Io Patera,1.830644593,1.796889222,3.067216348,-0.646709267
Creidne,Io Patera,2.790152307,-0.744403566,-0.142490054,0.444714664
Unnamed--31_09-21_91,Io Patera,1.501771738,0.348616236,0.172062038,0.006639841
Unnamed-16_55-28_51,Io Patera,1.102774117,1.479029163,1.841942301,0.733075919
Kinich_Ahau,Io Patera,1.435617903,-0.527110906,1.288538332,-0.902391231
Tol-Ava,Io Patera,1.9705502,0.277295016,-0.121816417,0.298176739
Mazda-northern,Io Patera,3.240947967,0.413902532,-0.903925725,0.960177329
Sed,Io Patera,0.575507553,-0.132238125,1.864555092,1.112035517
Viracocha,Io Patera,0.01660256,-0.731093213,-1.254627165,0.270546087
Unnamed--6_65-84_07,Io Patera,1.422095531,-0.018450775,1.503227698,0.683687698
Gibil,Io Patera,-1.092026821,-1.383170988,0.57259092,-0.830198463
Unnamed--49_51-165_81,Io Patera,2.514590403,0.310677047,-0.372967532,0.912091209
Paive,Io Patera,-0.958640865,0.107981472,0.736905438,0.612822417
Mbali,Io Patera,0.131377139,-0.017790652,-3.843997025,0.94940152
Unnamed--49_54-30_13,Io Patera,1.487682325,-0.245807934,0.693262878,0.983031182
Kava,Io Patera,-0.429753885,-0.526256584,0.614815014,-0.126040556
Unnamed--0_46-27_27,Io Patera,3.392281086,-0.413803752,-0.584630429,0.142039332
Nyambe,Io Patera,3.579066724,-2.472110876,-0.980880604,0.171183868
Unnamed-5_58-16_50,Io Patera,2.921057776,0.456898745,0.858061866,0.828081917
Surt,Io Patera,0.032337203,0.392681052,0.183502224,-0.713517976
Dazhbog,Io Patera,-0.183550754,-0.438721657,0.14751435,0.94102417
Unnamed-46_15-51_78,Io Patera,2.123596623,1.641993456,1.215702906,-0.448335356
Manua,Io Patera,-0.72873704,-0.498050038,0.177729191,-0.208559232
Unnamed-21_96-36_85,Io Patera,-0.768883943,0.006704497,0.423970213,-1.934294644
Reshet,Io Patera,2.854998225,1.575672103,1.375968503,1.190118109
Mazda-southern,Io Patera,3.461309912,0.110804744,-0.832341923,0.968523531
Mihr,Io Patera,-0.24260913,-0.680638837,-0.171129997,0.281237234
Rarog,Io Patera,1.25896596,0.738174174,0.468173152,-0.351640208
Aten,Io Patera,0.721640322,-0.20941341,-0.407865638,-1.691964866
Unnamed--48_97-40_40,Io Patera,2.195952752,1.294167143,-4.104203963,1.069509575
Galai,Io Patera,-0.217147064,-1.566464407,-2.162272046,-1.942297836
Unnamed-3_68-76_68,Io Patera,1.694557278,-0.148269489,-0.147509819,-0.541302997
Unnamed-6_05-80_87,Io Patera,-0.09474286,-1.073749318,0.241793422,0.676619114
Unnamed--25_53-102_74,Io Patera,3.079479573,4.548595647,-3.512148212,2.708491431
Unnamed--42_08-152_48,Io Patera,1.61191616,0.315754901,1.125972145,0.221742086
Gabija,Io Patera,1.349453197,0.088632969,0.655821802,0.241780161
Unnamed--58_73--129_53,Io Patera,-0.29650917,0.2711209,0.539611374,0.281897918
Malik,Io Patera,2.321972437,0.365359149,0.805069023,0.688411636
Emakong,Io Patera,-0.575410959,2.265012828,-0.839352608,-0.443048179
Dusura,Io Patera,-0.340951715,1.838024948,-2.144435149,-2.094401338
Sigurd,Io Patera,0.194365436,-1.083828358,0.253656127,0.241113101
Arusha,Io Patera,0.827048962,2.385169368,2.11645394,0.994997708
Catha,Io Patera,-1.05271349,0.199373901,0.11787414,0.26468319
Ekhi,Io Patera,-0.779292393,0.001703763,-0.381791821,-0.462996928
Tawhaki,Io Patera,0.501923174,0.533012118,0.034906033,-0.781388202
Fuchi,Io Patera,0.513338571,-0.355358811,0.333987734,-0.106471435
Unnamed--38_40-69_32,Io Patera,2.137063453,0.115315851,-1.022543175,0.980552122
Pyerun,Io Patera,0.688326091,1.251701704,1.688076596,-0.108044795
Svarog,Io Patera,2.967586652,0.583622558,1.189718669,1.710448391
Unnamed-15_19-128_74,Io Patera,-0.231235285,-0.124067397,-0.14885111,-0.426398902
Amaterasu,Io Patera,1.113493482,0.290461248,0.732969169,-0.616595098
Loki,Io Patera,-0.717924582,1.480075996,0.756106005,-0.030232709
Ra,Io Patera,1.489382386,-0.331798684,-1.029477242,1.282111719
Heno,Io Patera,-0.059097239,-0.31344798,-0.184711899,-1.598969486
Hi'iaka,Io Patera,1.068599406,0.827924928,-1.377197388,-0.676808915
Mekala,Io Patera,1.842545464,-0.514684089,-4.606255456,-0.343962124
Tvashtar-B,Io Patera,2.817039,-1.265541205,0.264685939,1.135320666
Tvashtar-C,Io Patera,1.976232782,0.224611268,-0.015716627,0.846705635
Tohil,Io Patera,0.959041197,-1.848160845,-2.331252034,-0.087058167
Chaac,Io Patera,2.108508197,0.817220133,-4.117203587,-0.19801784
Chaac_little,Io Patera,2.512174872,0.893283573,1.461013775,0.671100728
Culann,Io Patera,2.394181593,-0.304728573,-0.658875654,-1.256611241
Shamshu,Io Patera,-0.133581501,-0.184407708,1.055715139,-1.198277084
Alba,Martian Caldera,2.030647574,-0.732277434,-0.490728336,-0.751127489
Apollonaris-1,Martian Caldera,-0.328926287,0.651885151,0.239866075,-0.673398146
Apollonaris-2,Martian Caldera,-1.35302071,-2.511694188,5.263106988,-3.023122968
Biblis,Martian Caldera,-0.971298524,0.353219372,0.13195284,-0.048632366
Ceranius_Tholus,Martian Caldera,-0.370227822,-0.609299233,0.920411823,0.242720196
Hadrica,Martian Caldera,0.522999736,-0.904180487,-0.078598528,-0.519509003
Hadrica-nested,Martian Caldera,-0.303180501,-0.043952964,-0.281665461,0.518957738
Hecates_Tholus-1,Martian Caldera,-0.220109176,-0.740705983,0.118077459,-0.35950554
Hecates_Tholus-2,Martian Caldera,1.583671589,-1.056134756,-0.328398534,0.26528923
Jovis_Tholus,Martian Caldera,0.448264617,-0.278886481,1.305297214,0.364649191
Nili,Martian Caldera,-0.847945232,0.653766819,-1.830498949,-0.856086809
Uranius,Martian Caldera,0.750983328,-0.013276668,0.574568022,1.451947311
Uranius_Tholus,Martian Caldera,0.373462619,-1.208948282,0.017551917,-0.77604134
Amphrtrites,Martian Caldera,0.753398311,2.598341124,0.790725556,-2.580003747
Peneus,Martian Caldera,-0.682351562,-0.242047442,-0.265170086,0.304411083
Arsia_Mons,Martian Caldera,-1.056035044,-0.258618719,0.091935333,-0.202965954
Pavonis_Mons,Martian Caldera,-0.514172196,-0.036571594,-0.273657894,0.44776478
Ulysses,Martian Caldera,-0.29296662,0.810603427,0.930222987,-2.375487269
Tharsis_Tholus-1,Martian Caldera,-0.143861649,-1.046048392,0.275626513,-0.05739866
Tharsis_Tholus-2,Martian Caldera,-1.224975267,0.7136002,0.919953118,-1.135863166
Albor_tholus,Martian Caldera,-1.225322957,-0.472945329,-0.740833971,-0.667143461
Elysium_Mons,Martian Caldera,-1.377168834,0.181484813,0.133663105,0.182930325
Ascraeus,Martian Caldera,1.430708216,-0.247772157,-0.686986945,-0.993702925
Olympus_Mons,Martian Caldera,0.280092213,-0.095952352,0.851779291,0.069806862
Amontons,Lunar Impact Crater,-1.142899445,-0.585518659,0.042936094,0.289536992
Anvile,Lunar Impact Crater,-1.330539047,-0.039323552,-0.180482384,-0.060454462
Aratus,Lunar Impact Crater,-1.509896687,0.103887188,-0.08058733,0.276472223
Armstrong,Lunar Impact Crater,-1.413890953,-0.022403701,-0.163085236,-0.173420652
Banting,Lunar Impact Crater,-1.351122316,0.019156993,-0.241614322,-0.290035596
Beketov,Lunar Impact Crater,-1.348142535,-0.353624334,-0.320899328,-0.35377371
Bessarion,Lunar Impact Crater,-1.355731855,0.14546084,-0.258741188,-0.138283131
Bobillier,Lunar Impact Crater,-1.310311187,0.03992373,-0.239347724,-0.055106644
Boethius,Lunar Impact Crater,-1.059155229,-0.489878738,0.074154799,-0.010231246
Brewster,Lunar Impact Crater,-1.234495041,-0.058923021,0.203501679,0.30074473
Bruce,Lunar Impact Crater,-1.203062317,0.040098735,0.091211319,0.162556926
Cauchy,Lunar Impact Crater,-1.45403756,0.238611865,-0.2060887,-0.048632906
Dollond,Lunar Impact Crater,-1.321572097,-0.10254106,0.632952656,0.195826299
Euclides,Lunar Impact Crater,-1.453357211,0.21780014,-0.171307761,-0.179986761
Fahrenheit,Lunar Impact Crater,-1.515375824,-0.050556823,0.098685438,0.049366368
Golgi,Lunar Impact Crater,-1.481344455,-0.146572711,0.084412732,0.093818871
Ibn_Battunta,Lunar Impact Crater,-1.328123783,-0.007201855,0.123487258,0.296481998
Kirch,Lunar Impact Crater,-1.296231639,0.045837054,0.337232057,0.809498656
Kuiper,Lunar Impact Crater,-1.133257617,0.024712359,0.078284748,0.212933053
Kundt,Lunar Impact Crater,-1.512047692,0.255793411,0.056864974,0.531961205
Landsteiner,Lunar Impact Crater,-1.558534327,0.120736385,-0.033112925,0.366774914
Lohrmann_F,Lunar Impact Crater,-1.187355139,-0.569468648,-0.20147735,-0.245840766
Lucian,Lunar Impact Crater,-1.295721761,0.073028322,-0.111197192,-0.184544357
Luther,Lunar Impact Crater,-1.519915388,-0.005987105,0.007295663,0.188125155
Maestlin,Lunar Impact Crater,-1.383475098,-0.034680106,-0.074972595,-0.142848297
Mason_B,Lunar Impact Crater,-1.272382519,-0.359761393,-0.209333377,0.127746636
McDonald,Lunar Impact Crater,-1.425228445,0.05731601,-0.125287933,-0.193079257
Nielsen,Lunar Impact Crater,-1.291672376,-0.088646,-0.030574531,0.042169955
Petit,Lunar Impact Crater,-1.357727346,-0.139008316,-0.051149811,0.054208982
Rocco,Lunar Impact Crater,-1.568578317,0.373184086,-0.284922423,-0.369924134
Samir,Lunar Impact Crater,-1.024908218,-0.077828339,-0.243173212,-0.853988489
Sampson,Lunar Impact Crater,-1.360097258,-0.081087578,-0.002288345,0.161643087
Scheele,Lunar Impact Crater,-1.140765934,-0.231421567,0.461564425,0.190394504
Schmidt,Lunar Impact Crater,-0.700714856,-0.275556525,0.048586582,-0.111076699
Smithson,Lunar Impact Crater,-1.55414726,0.489555633,-0.175748182,-0.295323426
Suess,Lunar Impact Crater,-1.330646788,0.065919231,0.002948055,-0.065696889
Swift,Lunar Impact Crater,-1.406091653,0.172392489,0.099294056,0.216316556
Tacquet,Lunar Impact Crater,-1.453191845,0.12713808,0.09274945,-0.152366943
Toscanelli,Lunar Impact Crater,-1.629234661,0.293670999,0.037212492,-0.058480531
Tucker,Lunar Impact Crater,-1.304197656,0.10973403,-0.224749827,-0.281647652
Very,Lunar Impact Crater,-1.020999009,-0.099170506,-0.059626177,-0.259053142
Wallach,Lunar Impact Crater,-0.936941322,-0.026307167,-0.107229673,-0.167193692
Linne,Lunar Impact Crater,-1.450577466,0.161983884,-0.028025393,0.15348168
Lichtenberg_B,Lunar Impact Crater,-1.423087509,0.067951408,-0.251006561,-0.228479324
Alfraganus,Lunar Impact Crater,-1.355081277,-0.275539328,0.169363076,0.079567731
Back,Lunar Impact Crater,-1.800201707,0.139309644,0.368831055,0.23577642
Bessel,Lunar Impact Crater,-1.473785968,0.056185008,-0.308311807,-0.18004457
Brayley,Lunar Impact Crater,-1.376380065,-0.124893522,0.073914508,0.372380083
Brouwer_H,Lunar Impact Crater,-1.152568753,0.918328136,-0.503552239,-0.669077799
Chadwick,Lunar Impact Crater,-0.78343889,0.298864314,0.169044499,-0.137779251
Chant,Lunar Impact Crater,-1.328086416,-0.078224632,0.652078435,0.490882151
Chladni,Lunar Impact Crater,-1.402207773,0.061687449,-0.024838654,0.088975582
Clavius_C,Lunar Impact Crater,-0.178124265,-0.152869728,0.785257466,0.854686757
Couder,Lunar Impact Crater,-0.405171046,0.629772505,0.444444538,0.118483125
Davy_G,Lunar Impact Crater,-0.32645947,0.18129803,0.493934826,0.559880779
Dechen,Lunar Impact Crater,-1.563473106,0.00244253,-0.211614648,-0.238094586
DeVico,Lunar Impact Crater,-0.15975645,0.232033912,0.087794078,-0.430962664
Diophantus,Lunar Impact Crater,-1.241809291,-0.513919774,0.327156575,0.490575186
Drude,Lunar Impact Crater,-0.872844241,1.56128002,1.070305192,1.060196963
Egede,Lunar Impact Crater,-0.694441948,-0.251094595,0.087201721,-0.161156736
Encke,Lunar Impact Crater,-1.176016613,-0.749561525,1.104385351,1.018464719
Feoktistov,Lunar Impact Crater,-0.267696647,-1.762783868,-1.130317787,1.174681552
Focas,Lunar Impact Crater,-1.124870753,0.125508894,-0.067282292,0.151633204
Fox,Lunar Impact Crater,-1.147039746,0.468212644,-0.223760194,0.759420356
Fredholm,Lunar Impact Crater,-1.419165478,-0.413065797,0.082176287,0.530208739
Geissler,Lunar Impact Crater,-1.195959364,0.226459425,0.264856795,0.46140332
Golitsyn_J,Lunar Impact Crater,-1.778509408,0.659357444,-0.795109378,-0.035557801
Greaves,Lunar Impact Crater,-0.849289065,0.305260791,-0.029990904,-0.48581316
Gruithuisen,Lunar Impact Crater,-1.193806485,-0.149195579,0.047074129,-0.603487164
Haidinger,Lunar Impact Crater,-1.503135461,-0.766506809,-0.402067262,-0.023873984
Hendrix,Lunar Impact Crater,-1.079032524,-0.313010127,0.175675841,0.884937303
Hermann,Lunar Impact Crater,-1.284842792,0.278809634,0.100131462,-0.068807391
Heron,Lunar Impact Crater,-0.982013177,0.266745543,0.203047955,-0.542125568
Heyrovsky,Lunar Impact Crater,-1.218633021,-0.280854174,-0.166627513,-0.299147632
Hipparchus_C,Lunar Impact Crater,-0.994437038,-0.206667664,-0.080954418,-0.074519064
Hohmann,Lunar Impact Crater,-1.44621477,-0.511744944,0.005400414,-0.120238171
Horrocks,Lunar Impact Crater,-0.873874825,-0.624093597,-0.188937548,0.086346702
Houzeau_P,Lunar Impact Crater,-0.388097092,-0.244408437,-0.717115528,-0.387697794
Hume,Lunar Impact Crater,-1.571320104,0.32539137,-0.266327231,-0.538378908
Hume_Z,Lunar Impact Crater,-0.955251757,-0.32652524,0.248246909,-0.012479683
Jansen,Lunar Impact Crater,-0.917150932,-0.385439744,-0.286997246,-0.952995803
Kastner_R,Lunar Impact Crater,-0.496115566,-0.83389814,0.568764455,0.11597777
Katchalsky,Lunar Impact Crater,-0.788568817,0.238403919,1.576279765,2.591711907
